
約定履歴照会 

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"すべての商品","2026年05月01日","2026年05月01日","65","1","65"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2026/05/01","フジクラ","5803","東証",信用新規売,"6ヶ月"," 特定 ","--",300,5863,--,--,"2026/05/08",--
"2026/05/01","フジクラ","5803","東証",信用新規売,"6ヶ月"," 特定 ","--",100,5865,--,--,"2026/05/08",--
"2026/05/01","フジクラ","5803","東証",信用新規売,"6ヶ月"," 特定 ","--",400,5828,--,--,"2026/05/08",--
"2026/05/01","フジクラ","5803","東証",信用新規売,"6ヶ月"," 特定 ","--",100,5820,--,--,"2026/05/08",--
"2026/05/01","フジクラ","5803","東証",信用新規売,"6ヶ月"," 特定 ","--",300,5819,--,--,"2026/05/08",--
"2026/05/01","任天堂","7974","東証",信用新規売,"6ヶ月"," 特定 ","--",300,7546,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規売,"6ヶ月"," 特定 ","--",100,5376,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規売,"6ヶ月"," 特定 ","--",400,5384,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規売,"6ヶ月"," 特定 ","--",400,5377,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規売,"6ヶ月"," 特定 ","--",300,5416,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規売,"6ヶ月"," 特定 ","--",100,5382,--,--,"2026/05/08",--
"2026/05/01","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5840,45,--,"2026/05/08",-3845
"2026/05/01","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,5893,89,--,"2026/05/08",12311
"2026/05/01","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,5887,89,--,"2026/05/08",11111
"2026/05/01","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5876,44,--,"2026/05/08",4456
"2026/05/01","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",400,5840,180,--,"2026/05/08",-19780
"2026/05/01","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,28055,217,--,"2026/05/08",-24217
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,5351,82,--,"2026/05/08",-2482
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,5428,125,--,"2026/05/08",-4325
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,5444,125,--,"2026/05/08",175
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5411,41,--,"2026/05/08",5359
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5374,41,--,"2026/05/08",259
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,5375,124,--,"2026/05/08",-4024
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5375,41,--,"2026/05/08",-341
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,5439,123,--,"2026/05/08",18477
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",500,5401,209,--,"2026/05/08",-24709
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5351,41,--,"2026/05/08",-1841
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,5445,83,--,"2026/05/08",317
