
約定履歴照会 

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"すべての商品","2026年05月01日","2026年05月01日","65","1","65"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5439,41,--,"2026/05/08",8159
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5351,41,--,"2026/05/08",-1441
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,5374,82,--,"2026/05/08",-2882
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5261,80,--,"2026/05/08",3520
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5261,79,--,"2026/05/08",4721
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5253,80,--,"2026/05/08",1120
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5351,41,--,"2026/05/08",-2041
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,5254,160,--,"2026/05/08",2440
"2026/05/01","フジクラ","5803","東証",信用新規買,"6ヶ月"," 特定 ","--",400,5889,--,--,"2026/05/08",--
"2026/05/01","フジクラ","5803","東証",信用新規買,"6ヶ月"," 特定 ","--",500,5831,--,--,"2026/05/08",--
"2026/05/01","フジクラ","5803","東証",信用新規買,"6ヶ月"," 特定 ","--",100,5878,--,--,"2026/05/08",--
"2026/05/01","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",100,28295,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",500,5392,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",500,5450,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",200,5357,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",500,5443,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",100,5369,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",100,5378,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",500,5388,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",100,5371,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",100,5365,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",100,5371,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",300,5442,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",200,5363,--,--,"2026/05/08",--
"2026/05/01","ソフトバンクグループ","9984","東証",信用新規買,"6ヶ月"," 特定 ","--",300,5377,--,--,"2026/05/08",--
"2026/05/01","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,5859,17,--,"2026/05/08",583
"2026/05/01","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",300,5859,53,--,"2026/05/08",1147
"2026/05/01","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,5833,17,--,"2026/05/08",-1317
"2026/05/01","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",400,5836,70,--,"2026/05/08",-3270
"2026/05/01","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",300,5832,52,--,"2026/05/08",-3952
"2026/05/01","任天堂","7974","東証",信用返済買,"6ヶ月"," 特定 ","申告",300,7545,68,--,"2026/05/08",232
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,5389,16,--,"2026/05/08",-1316
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済買,"6ヶ月"," 特定 ","申告",400,5389,64,--,"2026/05/08",-4864
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,5390,16,--,"2026/05/08",-816
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済買,"6ヶ月"," 特定 ","申告",400,5380,64,--,"2026/05/08",1536
"2026/05/01","ソフトバンクグループ","9984","東証",信用返済買,"6ヶ月"," 特定 ","申告",300,5444,48,--,"2026/05/08",-8448
"2026/05/01","ソフトバンクグループ","9984","--",現引,"6ヶ月"," 特定 ","--",100,5392,41,--,"2026/05/08",-539241


