
約定履歴照会 

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"すべての商品","2026年05月08日","2026年05月08日","15","1","15"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2026/05/08","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,6151,--,--,"2026/05/12",4000
"2026/05/08","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,6155,--,--,"2026/05/12",8000
"2026/05/08","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",100,6200,--,--,"2026/05/12",100
"2026/05/08","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",100,6102,--,--,"2026/05/12",-200
"2026/05/08","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",100,6151,--,--,"2026/05/12",2000
"2026/05/08","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",100,6102,--,--,"2026/05/12",-1400
"2026/05/08","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",100,6220,--,--,"2026/05/12",2100
"2026/05/08","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",100,6102,--,--,"2026/05/12",1000
"2026/05/08","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",100,6220,--,--,"2026/05/12",10400
"2026/05/08","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",100,6104,--,--,"2026/05/12",--
"2026/05/08","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,6115,--,--,"2026/05/12",--
"2026/05/08","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",300,6131,--,--,"2026/05/12",--
"2026/05/08","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,6199,--,--,"2026/05/12",--
"2026/05/08","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,6116,--,--,"2026/05/12",--
"2026/05/08","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",100,6092,--,--,"2026/05/12",--


