
約定履歴照会 

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"すべての商品","2026年05月11日","2026年05月11日","111","1","111"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2026/05/11","任天堂","7974","東証",信用返済売,"日計り"," 特定 ","申告",100,6975,--,--,"2026/05/13",1500
"2026/05/11","任天堂","7974","東証",信用返済売,"日計り"," 特定 ","申告",200,7170,--,--,"2026/05/13",-8600
"2026/05/11","任天堂","7974","東証",信用返済売,"日計り"," 特定 ","申告",100,7254,--,--,"2026/05/13",5400
"2026/05/11","任天堂","7974","東証",信用返済売,"日計り"," 特定 ","申告",100,7012,--,--,"2026/05/13",-200
"2026/05/11","任天堂","7974","東証",信用返済売,"日計り"," 特定 ","申告",200,7000,--,--,"2026/05/13",-200
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",300,5790,--,--,"2026/05/13",3000
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,5790,--,--,"2026/05/13",2000
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",100,5755,--,--,"2026/05/13",-2900
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",500,5812,--,--,"2026/05/13",3500
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,5755,--,--,"2026/05/13",-9800
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",300,5791,--,--,"2026/05/13",-7500
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",100,6206,--,--,"2026/05/13",-3800
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,6206,--,--,"2026/05/13",-3800
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,6207,--,--,"2026/05/13",-7400
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,5803,--,--,"2026/05/13",-1000
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,5755,--,--,"2026/05/13",-8600
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",300,5803,--,--,"2026/05/13",-3600
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,5791,--,--,"2026/05/13",-5200
"2026/05/11","フジクラ","5803","東証",信用新規買,"日計り"," 特定 ","--",400,6778,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",300,7191,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",400,7012,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",100,6959,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",400,7213,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",200,7199,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",400,6992,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",200,7014,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",200,7015,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",100,7200,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",100,6960,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",400,7001,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用新規買,"日計り"," 特定 ","--",100,7191,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,5798,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",100,5784,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",300,5780,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",300,5815,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,5780,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",300,5816,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,5817,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",300,6244,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,6225,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,5804,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",500,5805,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,5808,--,--,"2026/05/13",--
"2026/05/11","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,6667,--,--,"2026/05/13",400
"2026/05/11","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",200,6667,--,--,"2026/05/13",200
"2026/05/11","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",300,6791,--,--,"2026/05/13",2100
"2026/05/11","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,6667,--,--,"2026/05/13",600
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",200,6999,--,--,"2026/05/13",1400
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",100,7084,--,--,"2026/05/13",6600
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",300,7046,--,--,"2026/05/13",-32100
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",100,7090,--,--,"2026/05/13",3800
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",100,7040,--,--,"2026/05/13",-8500
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",100,7084,--,--,"2026/05/13",6700
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",100,7040,--,--,"2026/05/13",-5500
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",300,7208,--,--,"2026/05/13",-3900
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",100,7185,--,--,"2026/05/13",-1700
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",200,7185,--,--,"2026/05/13",-3400
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",300,7194,--,--,"2026/05/13",1800
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",200,6999,--,--,"2026/05/13",1600
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",100,6977,--,--,"2026/05/13",100
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",100,7046,--,--,"2026/05/13",-11600
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",200,6993,--,--,"2026/05/13",-2400
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",300,6977,--,--,"2026/05/13",--
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",200,7040,--,--,"2026/05/13",-18600
"2026/05/11","任天堂","7974","東証",信用返済買,"日計り"," 特定 ","申告",100,7185,--,--,"2026/05/13",-700
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済買,"日計り"," 特定 ","申告",100,5775,--,--,"2026/05/13",-100
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済買,"日計り"," 特定 ","申告",100,5775,--,--,"2026/05/13",-200
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済買,"日計り"," 特定 ","申告",300,5775,--,--,"2026/05/13",--
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済買,"日計り"," 特定 ","申告",100,6136,--,--,"2026/05/13",400
"2026/05/11","ソフトバンクグループ","9984","東証",信用返済買,"日計り"," 特定 ","申告",400,6136,--,--,"2026/05/13",--


