
約定履歴照会 

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"すべての商品","2026年05月19日","2026年05月19日","56","1","56"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,5241,--,--,"2026/05/21",600
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",200,5453,--,--,"2026/05/21",14200
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,5453,--,--,"2026/05/21",7100
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",200,5227,--,--,"2026/05/21",2000
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,4693,--,--,"2026/05/21",2700
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",400,5241,--,--,"2026/05/21",1600
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",200,5453,--,--,"2026/05/21",14000
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",200,5533,--,--,"2026/05/21",-7200
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,4694,--,--,"2026/05/21",2700
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,5533,--,--,"2026/05/21",-2100
"2026/05/19","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,4703,--,--,"2026/05/21",4600


