
信用決済明細

取引区分指定,指定銘柄,決済開始年月日,決済終了年月日,明細数,明細指定開始,明細指定終了
"指定なし","指定なし","2026年05月20日","2026年05月20日","15","1","15"

決済損益合計
+24200

（注）明細数および合計金額はご指定された期間の合計です。

決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2026/05/20","フジクラ","5803 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","100","4388","4431","438800","443100","--","--","--","--","--","1","--","--","--","--","2026/05/22","+4300"
"2026/05/20","フジクラ","5803 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","200","4388","4411","877600","882200","--","--","--","--","--","1","--","--","--","--","2026/05/22","+4600"
"2026/05/20","フジクラ","5803 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","300","4395","4431","1318500","1329300","--","--","--","--","--","1","--","--","--","--","2026/05/22","+10800"
"2026/05/20","任天堂","7974 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","200","7567","7569","1513400","1513800","--","--","--","--","--","1","--","--","--","--","2026/05/22","+400"
"2026/05/20","任天堂","7974 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","100","7523","7521","752300","752100","--","--","--","--","--","1","--","--","--","--","2026/05/22","-200"
"2026/05/20","任天堂","7974 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","100","7545","7521","754500","752100","--","--","--","--","--","1","--","--","--","--","2026/05/22","-2400"
"2026/05/20","任天堂","7974 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","100","7559","7569","755900","756900","--","--","--","--","--","1","--","--","--","--","2026/05/22","+1000"
"2026/05/20","任天堂","7974 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","100","7567","7570","756700","757000","--","--","--","--","--","1","--","--","--","--","2026/05/22","+300"
"2026/05/20","任天堂","7974 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","100","7545","7522","754500","752200","--","--","--","--","--","1","--","--","--","--","2026/05/22","-2300"
"2026/05/20","任天堂","7974 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/20","買建","100","7544","7521","754400","752100","--","--","--","--","--","1","--","--","--","--","2026/05/22","-2300"
"2026/05/20","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/05/20","売建","100","4394","4344","439400","434400","--","--","--","--","--","1","--","--","--","--","2026/05/22","+5000"
"2026/05/20","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/05/20","売建","100","4363","4356","436300","435600","--","--","--","--","--","1","--","--","--","--","2026/05/22","+700"
"2026/05/20","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/05/20","売建","100","4364","4356","436400","435600","--","--","--","--","--","1","--","--","--","--","2026/05/22","+800"
"2026/05/20","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/05/20","売建","100","4364","4337","436400","433700","--","--","--","--","--","1","--","--","--","--","2026/05/22","+2700"
"2026/05/20","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/05/20","売建","100","4363","4355","436300","435500","--","--","--","--","--","1","--","--","--","--","2026/05/22","+800"


