
信用決済明細

取引区分指定,指定銘柄,決済開始年月日,決済終了年月日,明細数,明細指定開始,明細指定終了
"指定なし","指定なし","2026年05月22日","2026年05月23日","4","1","4"

決済損益合計
+49700

（注）明細数および合計金額はご指定された期間の合計です。

決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2026/05/22","イビデン","4062 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/22","買建","100","18280","18535","1828000","1853500","--","--","--","--","--","1","--","--","--","--","2026/05/26","+25500"
"2026/05/22","ＪＸ金属","5016 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/22","買建","100","4029","4085","402900","408500","--","--","--","--","--","1","--","--","--","--","2026/05/26","+5600"
"2026/05/22","ＪＸ金属","5016 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/22","買建","100","4030","4091","403000","409100","--","--","--","--","--","1","--","--","--","--","2026/05/26","+6100"
"2026/05/22","フジクラ","5803 ","東証","信用返済売","日計り","特定","申告","東証","2026/05/22","買建","100","4656","4781","465600","478100","--","--","--","--","--","1","--","--","--","--","2026/05/26","+12500"


