
信用決済明細

取引区分指定,指定銘柄,決済開始年月日,決済終了年月日,明細数,明細指定開始,明細指定終了
"指定なし","指定なし","2026年06月09日","2026年06月10日","17","1","17"

決済損益合計
+21300

（注）明細数および合計金額はご指定された期間の合計です。

決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2026/06/09","フジクラ","5803 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/09","買建","300","4458","4419","1337400","1325700","--","--","--","--","--","1","--","--","--","--","2026/06/11","-11700"
"2026/06/09","太陽誘電","6976 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/09","買建","100","15555","15610","1555500","1561000","--","--","--","--","--","1","--","--","--","--","2026/06/11","+5500"
"2026/06/09","太陽誘電","6976 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/09","買建","100","15940","15855","1594000","1585500","--","--","--","--","--","1","--","--","--","--","2026/06/11","-8500"
"2026/06/09","ソフトバンクグループ","9984 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/09","買建","100","6990","6970","699000","697000","--","--","--","--","--","1","--","--","--","--","2026/06/11","-2000"
"2026/06/09","ソフトバンクグループ","9984 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/09","買建","100","6998","6970","699800","697000","--","--","--","--","--","1","--","--","--","--","2026/06/11","-2800"
"2026/06/09","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","4397","4359","439700","435900","--","--","--","--","--","1","--","--","--","--","2026/06/11","+3800"
"2026/06/09","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","300","4439","4449","1331700","1334700","--","--","--","--","--","1","--","--","--","--","2026/06/11","-3000"
"2026/06/09","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","4397","4358","439700","435800","--","--","--","--","--","1","--","--","--","--","2026/06/11","+3900"
"2026/06/09","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","4352","4365","435200","436500","--","--","--","--","--","1","--","--","--","--","2026/06/11","-1300"
"2026/06/09","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","4405","4359","440500","435900","--","--","--","--","--","1","--","--","--","--","2026/06/11","+4600"
"2026/06/09","村田製作所","6981 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","8973","8924","897300","892400","--","--","--","--","--","1","--","--","--","--","2026/06/11","+4900"
"2026/06/09","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","6965","6943","696500","694300","--","--","--","--","--","1","--","--","--","--","2026/06/11","+2200"
"2026/06/09","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","6849","6815","684900","681500","--","--","--","--","--","1","--","--","--","--","2026/06/11","+3400"
"2026/06/09","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","6891","6828","689100","682800","--","--","--","--","--","1","--","--","--","--","2026/06/11","+6300"
"2026/06/09","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","6851","6806","685100","680600","--","--","--","--","--","1","--","--","--","--","2026/06/11","+4500"
"2026/06/09","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","6891","6797","689100","679700","--","--","--","--","--","1","--","--","--","--","2026/06/11","+9400"
"2026/06/09","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/09","売建","100","6965","6944","696500","694400","--","--","--","--","--","1","--","--","--","--","2026/06/11","+2100"


