
約定履歴照会 

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"すべての商品","2026年05月21日","2026年05月21日","49","1","49"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2026/05/21","フジクラ","5803","東証",信用返済売,"日計り"," 特定 ","申告",100,4541,--,--,"2026/05/25",-300
"2026/05/21","フジクラ","5803","東証",信用返済売,"日計り"," 特定 ","申告",100,4472,--,--,"2026/05/25",-3700
"2026/05/21","アドバンテスト","6857","東証",信用返済売,"日計り"," 特定 ","申告",100,26330,--,--,"2026/05/25",-20000
"2026/05/21","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,5817,--,--,"2026/05/25",-8000
"2026/05/21","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",400,5854,--,--,"2026/05/25",-12800
"2026/05/21","ソフトバンクグループ","9984","東証",信用返済売,"日計り"," 特定 ","申告",200,5817,--,--,"2026/05/25",-11600
"2026/05/21","ＪＸ金属","5016","東証",信用新規買,"日計り"," 特定 ","--",400,4018,--,--,"2026/05/25",--
"2026/05/21","ＪＸ金属","5016","東証",信用新規買,"日計り"," 特定 ","--",200,4019,--,--,"2026/05/25",--
"2026/05/21","フジクラ","5803","東証",信用新規買,"日計り"," 特定 ","--",200,4413,--,--,"2026/05/25",--
"2026/05/21","フジクラ","5803","東証",信用新規買,"日計り"," 特定 ","--",200,4539,--,--,"2026/05/25",--
"2026/05/21","フジクラ","5803","東証",信用新規買,"日計り"," 特定 ","--",300,4422,--,--,"2026/05/25",--
"2026/05/21","フジクラ","5803","東証",信用新規買,"日計り"," 特定 ","--",100,4544,--,--,"2026/05/25",--
"2026/05/21","フジクラ","5803","東証",信用新規買,"日計り"," 特定 ","--",100,4526,--,--,"2026/05/25",--
"2026/05/21","フジクラ","5803","東証",信用新規買,"日計り"," 特定 ","--",100,4537,--,--,"2026/05/25",--
"2026/05/21","フジクラ","5803","東証",信用新規買,"日計り"," 特定 ","--",100,4509,--,--,"2026/05/25",--
"2026/05/21","フジクラ","5803","東証",信用新規買,"日計り"," 特定 ","--",100,4533,--,--,"2026/05/25",--
"2026/05/21","アドバンテスト","6857","東証",信用新規買,"日計り"," 特定 ","--",100,26530,--,--,"2026/05/25",--
"2026/05/21","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,5875,--,--,"2026/05/25",--
"2026/05/21","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",400,5886,--,--,"2026/05/25",--
"2026/05/21","ソフトバンクグループ","9984","東証",信用新規買,"日計り"," 特定 ","--",200,5857,--,--,"2026/05/25",--
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",200,4354,--,--,"2026/05/25",-4000
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",300,4581,--,--,"2026/05/25",-3300
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",500,4585,--,--,"2026/05/25",-2500
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",200,4354,--,--,"2026/05/25",-3800
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,4409,--,--,"2026/05/25",-2700
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",300,4410,--,--,"2026/05/25",-8100
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,4354,--,--,"2026/05/25",-2100
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,4410,--,--,"2026/05/25",-1500
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",200,4581,--,--,"2026/05/25",-1200
"2026/05/21","フジクラ","5803","東証",信用返済買,"日計り"," 特定 ","申告",100,4354,--,--,"2026/05/25",-2800


