
信用決済明細

取引区分指定,指定銘柄,決済開始年月日,決済終了年月日,明細数,明細指定開始,明細指定終了
"指定なし","指定なし","2026年04月30日","2026年04月30日","50","1","50"

決済損益合計
-22762

（注）明細数および合計金額はご指定された期間の合計です。

決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5216","5245","521600","524500","--","--","--","--","40","1","--","--","--","40","2026/05/07","+2860"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5216","5251","521600","525100","--","--","--","--","40","1","--","--","--","40","2026/05/07","+3460"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5217","5251","521700","525100","--","--","--","--","40","1","--","--","--","40","2026/05/07","+3360"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","400","5108","5153","2043200","2061200","--","--","--","--","156","1","--","--","--","156","2026/05/07","+17844"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5241","5242","524100","524200","--","--","--","--","40","1","--","--","--","40","2026/05/07","+60"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5283","5318","528300","531800","--","--","--","--","40","1","--","--","--","40","2026/05/07","+3460"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","400","5089","5104","2035600","2041600","--","--","--","--","156","1","--","--","--","156","2026/05/07","+5844"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5283","5306","528300","530600","--","--","--","--","40","1","--","--","--","40","2026/05/07","+2260"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","200","5373","5374","1074600","1074800","--","--","--","--","82","1","--","--","--","82","2026/05/07","+118"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","200","5172","5190","1034400","1038000","--","--","--","--","79","1","--","--","--","79","2026/05/07","+3521"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5091","5104","509100","510400","--","--","--","--","39","1","--","--","--","39","2026/05/07","+1261"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5062","5051","506200","505100","--","--","--","--","38","1","--","--","--","38","2026/05/07","-1138"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","200","5045","5051","1009000","1010200","--","--","--","--","77","1","--","--","--","77","2026/05/07","+1123"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5361","5392","536100","539200","--","--","--","--","41","1","--","--","--","41","2026/05/07","+3059"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","200","5172","5194","1034400","1038800","--","--","--","--","79","1","--","--","--","79","2026/05/07","+4321"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5108","5154","510800","515400","--","--","--","--","39","1","--","--","--","39","2026/05/07","+4561"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5172","5189","517200","518900","--","--","--","--","39","1","--","--","--","39","2026/05/07","+1661"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5191","5190","519100","519000","--","--","--","--","39","1","--","--","--","39","2026/05/07","-139"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5236","5226","523600","522600","--","--","--","--","40","1","--","--","--","40","2026/05/07","-1040"
"2026/04/30","フジクラ","5803 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","100","5970","5976","597000","597600","--","--","--","17","--","1","--","--","--","17","2026/05/07","-617"
"2026/04/30","フジクラ","5803 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","400","5985","6018","2394000","2407200","--","--","--","72","--","1","--","--","--","72","2026/05/07","-13272"
"2026/04/30","フジクラ","5803 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","100","5976","5976","597600","597600","--","--","--","18","--","1","--","--","--","18","2026/05/07","-18"
"2026/04/30","フジクラ","5803 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","200","5941","6009","1188200","1201800","--","--","--","35","--","1","--","--","--","35","2026/05/07","-13635"
"2026/04/30","フジクラ","5803 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","100","5962","5975","596200","597500","--","--","--","17","--","1","--","--","--","17","2026/05/07","-1317"
"2026/04/30","フジクラ","5803 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","100","5964","6010","596400","601000","--","--","--","17","--","1","--","--","--","17","2026/05/07","-4617"
"2026/04/30","フジクラ","5803 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","200","5942","6010","1188400","1202000","--","--","--","35","--","1","--","--","--","35","2026/05/07","-13635"
"2026/04/30","フジクラ","5803 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","100","5966","5975","596600","597500","--","--","--","17","--","1","--","--","--","17","2026/05/07","-917"
"2026/04/30","フジクラ","5803 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","100","5973","5976","597300","597600","--","--","--","18","--","1","--","--","--","18","2026/05/07","-318"
"2026/04/30","三菱重工業","7011 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","100","4574","4574","457400","457400","--","--","--","13","--","1","--","--","--","13","2026/05/07","-13"
"2026/04/30","三菱重工業","7011 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","200","4575","4574","915000","914800","--","--","--","27","--","1","--","--","--","27","2026/05/07","+173"
"2026/04/30","三菱重工業","7011 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","300","4574","4574","1372200","1372200","--","--","--","41","--","1","--","--","--","41","2026/05/07","-41"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","300","5156","5177","1546800","1553100","--","--","--","46","--","1","--","--","--","46","2026/05/07","-6346"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","400","5225","5236","2090000","2094400","--","--","--","62","--","1","--","--","--","62","2026/05/07","-4462"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","200","5159","5177","1031800","1035400","--","--","--","31","--","1","--","--","--","31","2026/05/07","-3631"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","300","5223","5208","1566900","1562400","--","--","--","47","--","1","--","--","--","47","2026/05/07","+4453"
"2026/04/30","ソフトバンクグループ","9984 ","東証","信用返済買","6ヶ月","特定","申告","東証","2026/04/30","売建","200","5222","5205","1044400","1041000","--","--","--","31","--","1","--","--","--","31","2026/05/07","+3369"


