
信用決済明細

取引区分指定,指定銘柄,決済開始年月日,決済終了年月日,明細数,明細指定開始,明細指定終了
"指定なし","指定なし","2026年06月08日","2026年06月09日","32","1","32"

決済損益合計
-145800

（注）明細数および合計金額はご指定された期間の合計です。

決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2026/06/08","村田製作所","6981 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","100","8795","8733","879500","873300","--","--","--","--","--","1","--","--","--","--","2026/06/10","-6200"
"2026/06/08","村田製作所","6981 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","100","8720","8725","872000","872500","--","--","--","--","--","1","--","--","--","--","2026/06/10","+500"
"2026/06/08","村田製作所","6981 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","100","8890","8791","889000","879100","--","--","--","--","--","1","--","--","--","--","2026/06/10","-9900"
"2026/06/08","村田製作所","6981 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","100","8795","8825","879500","882500","--","--","--","--","--","1","--","--","--","--","2026/06/10","+3000"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","100","6789","6797","678900","679700","--","--","--","--","--","1","--","--","--","--","2026/06/10","+800"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","200","6774","6797","1354800","1359400","--","--","--","--","--","1","--","--","--","--","2026/06/10","+4600"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","200","6927","6899","1385400","1379800","--","--","--","--","--","1","--","--","--","--","2026/06/10","-5600"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","100","6938","6880","693800","688000","--","--","--","--","--","1","--","--","--","--","2026/06/10","-5800"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","100","6814","6830","681400","683000","--","--","--","--","--","1","--","--","--","--","2026/06/10","+1600"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","300","6803","6761","2040900","2028300","--","--","--","--","--","1","--","--","--","--","2026/06/10","-12600"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済売","日計り","特定","申告","東証","2026/06/08","買建","100","6927","6900","692700","690000","--","--","--","--","--","1","--","--","--","--","2026/06/10","-2700"
"2026/06/08","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","400","4465","4496","1786000","1798400","--","--","--","--","--","1","--","--","--","--","2026/06/10","-12400"
"2026/06/08","フジクラ","5803 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","100","4466","4496","446600","449600","--","--","--","--","--","1","--","--","--","--","2026/06/10","-3000"
"2026/06/08","村田製作所","6981 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","100","8706","8870","870600","887000","--","--","--","--","--","1","--","--","--","--","2026/06/10","-16400"
"2026/06/08","村田製作所","6981 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","100","8673","8723","867300","872300","--","--","--","--","--","1","--","--","--","--","2026/06/10","-5000"
"2026/06/08","村田製作所","6981 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","100","8672","8869","867200","886900","--","--","--","--","--","1","--","--","--","--","2026/06/10","-19700"
"2026/06/08","村田製作所","6981 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","100","8666","8723","866600","872300","--","--","--","--","--","1","--","--","--","--","2026/06/10","-5700"
"2026/06/08","村田製作所","6981 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","100","8805","8870","880500","887000","--","--","--","--","--","1","--","--","--","--","2026/06/10","-6500"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","100","6755","6717","675500","671700","--","--","--","--","--","1","--","--","--","--","2026/06/10","+3800"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","100","6755","6717","675500","671700","--","--","--","--","--","1","--","--","--","--","2026/06/10","+3800"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","300","6787","6799","2036100","2039700","--","--","--","--","--","1","--","--","--","--","2026/06/10","-3600"
"2026/06/08","ソフトバンクグループ","9984 ","東証","信用返済買","日計り","特定","申告","東証","2026/06/08","売建","100","6758","6717","675800","671700","--","--","--","--","--","1","--","--","--","--","2026/06/10","+4100"


