
信用決済明細

取引区分指定,指定銘柄,決済開始年月日,決済終了年月日,明細数,明細指定開始,明細指定終了
"指定なし","指定なし","2026年05月01日","2026年05月01日","37","1","37"

決済損益合計
-39988

（注）明細数および合計金額はご指定された期間の合計です。

決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2026/05/01","フジクラ","5803 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","100","5878","5840","587800","584000","--","--","--","--","45","1","--","--","--","45","2026/05/08","-3845"
"2026/05/01","フジクラ","5803 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","200","5831","5893","1166200","1178600","--","--","--","--","89","1","--","--","--","89","2026/05/08","+12311"
"2026/05/01","フジクラ","5803 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","100","5831","5876","583100","587600","--","--","--","--","44","1","--","--","--","44","2026/05/08","+4456"
"2026/05/01","フジクラ","5803 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","200","5831","5887","1166200","1177400","--","--","--","--","89","1","--","--","--","89","2026/05/08","+11111"
"2026/05/01","フジクラ","5803 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","400","5889","5840","2355600","2336000","--","--","--","--","180","1","--","--","--","180","2026/05/08","-19780"
"2026/05/01","アドバンテスト","6857 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","100","28295","28055","2829500","2805500","--","--","--","--","217","1","--","--","--","217","2026/05/08","-24217"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","200","5241","5254","1048200","1050800","--","--","--","--","160","2","--","--","--","160","2026/05/08","+2440"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","200","5363","5351","1072600","1070200","--","--","--","--","82","1","--","--","--","82","2026/05/08","-2482"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","300","5442","5428","1632600","1628400","--","--","--","--","125","1","--","--","--","125","2026/05/08","-4325"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","300","5443","5444","1632900","1633200","--","--","--","--","125","1","--","--","--","125","2026/05/08","+175"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","100","5357","5411","535700","541100","--","--","--","--","41","1","--","--","--","41","2026/05/08","+5359"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","100","5371","5374","537100","537400","--","--","--","--","41","1","--","--","--","41","2026/05/08","+259"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","300","5388","5375","1616400","1612500","--","--","--","--","124","1","--","--","--","124","2026/05/08","-4024"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","100","5378","5375","537800","537500","--","--","--","--","41","1","--","--","--","41","2026/05/08","-341"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","300","5377","5439","1613100","1631700","--","--","--","--","123","1","--","--","--","123","2026/05/08","+18477"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","500","5450","5401","2725000","2700500","--","--","--","--","209","1","--","--","--","209","2026/05/08","-24709"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","100","5369","5351","536900","535100","--","--","--","--","41","1","--","--","--","41","2026/05/08","-1841"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","200","5443","5445","1088600","1089000","--","--","--","--","83","1","--","--","--","83","2026/05/08","+317"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","100","5371","5351","537100","535100","--","--","--","--","41","1","--","--","--","41","2026/05/08","-2041"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5241","5253","524100","525300","--","--","--","--","80","2","--","--","--","80","2026/05/08","+1120"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5213","5261","521300","526100","--","--","--","--","79","2","--","--","--","79","2026/05/08","+4721"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/04/30","買建","100","5225","5261","522500","526100","--","--","--","--","80","2","--","--","--","80","2026/05/08","+3520"
"2026/05/01","ソフトバンクグループ","9984 ","東証","信用返済売","6ヶ月","特定","申告","東証","2026/05/01","買建","200","5388","5374","1077600","1074800","--","--","--","--","82","1","--","--","--","82","2026/05/08","-2882"
